"荒川秩父","秩父公園橋", 139.0719155531588, 36.002780508652975,Bridge
"荒川秩父","武之鼻橋", 139.0725162723582, 36.003201622651204,Bridge
"荒川秩父","せせらぎ荘の瀬", 139.0765789104678, 36.00723361904889,Rapids
"荒川秩父","ゴルフ場の瀬", 139.07697137565765, 36.01068857129275,Rapids
"荒川秩父","下水処理場の瀬", 139.07821077059012, 36.013009368087765,Rapids
"荒川秩父","秩父橋前のザラ瀬", 139.0838604619643, 36.01634060666794,Rapids
"荒川秩父","秩父橋前の隠れ岩", 139.08574555926472, 36.01751730197438,Other
"荒川秩父","秩父橋", 139.086117278947, 36.01785811396044,Bridge
"荒川秩父","旧秩父橋", 139.08650512930004, 36.01862531457782,Bridge
"荒川秩父","宮崎城跡前の瀬", 139.08889855209182, 36.02143244420989,Rapids
"荒川秩父","秩父太平洋セメント前のザラ瀬", 139.08909762763685, 36.02599732396122,Rapids
"荒川秩父","秩父太平洋セメント前の水制", 139.0877188250745, 36.02797501259279,Other
"荒川秩父","秩父太平洋セメントベルトコンベヤーの橋", 139.0858824694279, 36.02897258934499,Bridge
"荒川秩父","秩父太平洋セメント前の瀬", 139.08902304435563, 36.031320758803716,Rapids
"荒川秩父","送電線", 139.09226412930903, 36.03668446479628,Bridge
"荒川秩父","二股", 139.09367281644546, 36.040082273715484,Rapids
"荒川秩父","瀬", 139.0958552454708, 36.042222927153645,Rapids
"荒川秩父","諏訪城跡の瀬", 139.09948522336654, 36.042882528765844,Rapids
"荒川秩父","横瀬川流入", 139.09976136985387, 36.04440005756092,Flow
"荒川秩父","地層のザラ瀬", 139.09935668758064, 36.04485715632296,Rapids
"荒川秩父","和銅大橋", 139.09906482029547, 36.045662765285755,Bridge
"荒川秩父","氷雨塚の瀬", 139.0987702435825, 36.04666107627774,Rapids
"荒川秩父","消波ブロック", 139.0990103603088, 36.05404306242967,Other
"荒川秩父","消波ブロックの瀬", 139.09844546520998, 36.05491127632135,Rapids
"荒川秩父","蒔田川前の地層ドロップ", 139.0955381337743, 36.05775360989348,Rapids
"荒川長瀞","新皆野橋前の瀬", 139.09420292816912, 36.05990598040812,Bridge
"荒川長瀞","新皆野橋（秩父やまなみ大橋）", 139.0937991035614, 36.06041177186199,Bridge
"荒川長瀞","薬師堂下古墳の瀬", 139.0915281206684, 36.06325478563795,Rapids
"荒川長瀞","皆野橋", 139.08683343011208, 36.066221192261494,Bridge
"荒川長瀞","皆野橋の瀬", 139.08682814676, 36.06704496612902,Rapids
"荒川長瀞","赤平川流入", 139.08633610146802, 36.068195303924625,Flow
"荒川長瀞","皆野駅前のザラ瀬", 139.0911909064733, 36.07224207747889,Rapids
"荒川長瀞","皆野駅前のザラ瀬2", 139.0952014667693, 36.07460900018707,Rapids
"荒川長瀞","栗谷瀬橋前の地層ドロップ", 139.0958315536906, 36.07710793544136,Rapids
"荒川長瀞","栗谷瀬橋", 139.09648892709652, 36.07970773070484,Bridge
"荒川長瀞","栗谷瀬橋下EP", 139.09910095952117, 36.08020459406606,Port
"荒川長瀞","ウォーターパーク長瀞前のザラ瀬", 139.1029328438854, 36.08120521841272,Rapids
"荒川長瀞","親鼻橋下EP（ライン下りAコース乗船場）", 139.11096796836785, 36.08218670597326,Port
"荒川長瀞","親鼻橋", 139.1093862083123, 36.08201746611897,Bridge
"荒川長瀞","親鼻鉄橋", 139.1143966034843, 36.08395693744913,Bridge
"荒川長瀞","鉄橋下の瀬(1級)", 139.11503232956505, 36.084094960385954,Rapids
"荒川長瀞","ステミの瀬(1.5級)", 139.11513116562165, 36.084365380354825,Rapids
"荒川長瀞","セイゴの瀬(2級)", 139.11785814011483, 36.08581321213056,Rapids
"荒川長瀞","コタキの瀬(2.5級)", 139.1172523238773, 36.08965099170375,Rapids
"荒川長瀞","ライン下り発着場", 139.1152709330081, 36.09537404754023,Port
"荒川長瀞","ピンポールの瀬(1級)", 139.11441676067753, 36.09919316977167,Rapids
"荒川長瀞","白鳥荘二股の瀬(1.5級)", 139.11454012184967, 36.09972346220377,Rapids
"荒川長瀞","金石水管橋", 139.11306485062124, 36.10517131775538,Bridge
"荒川長瀞","キャンプ場前の瀬(1級)", 139.11316964362655, 36.10580907020025,Rapids
"荒川長瀞","サイコロ岩", 139.11615904936005, 36.110159118014536,Other
"荒川長瀞","高砂橋", 139.1167424927241, 36.11070389221439,Bridge
"荒川長瀞","高砂橋の瀬(ドロップ)", 139.11693855014067, 36.11106753802916,Rapids
"荒川長瀞","ライン下りゴール", 139.1186464790973, 36.11320768728517,Port
"荒川長瀞","クツナシの瀬(1.5級)", 139.11926020969383, 36.11326318552129,Rapids
"荒川長瀞","洗濯機の瀬(1級)", 139.11879485006364, 36.1144341517747,Rapids
"荒川長瀞","ハーブ研究所の瀬", 139.11557811545947, 36.116718327617065,Rapids
"荒川長瀞","ドビーの瀬(2級)", 139.11384175981132, 36.12104181534758,Rapids
"荒川長瀞","宮沢の瀬", 139.11372611314187, 36.12342728651372,Rapids
"荒川長瀞","岩田前EP", 139.11606475098313, 36.12473134411758,Port
"荒川長瀞","岩田の瀬", 139.11706029437553, 36.12509438509453,Rapids
"荒川長瀞","高橋の瀬", 139.11843891377535, 36.126238334622315,Rapids
